key_name,split,group_index,match_key,state_count,tail_count,log_tau_min,log_tau_max,log_tau_spread,low_mean_collapse_fraction,high_mean_collapse_fraction,low_minus_high
strict,all,173,"('40', '120', '2', '0', '3', '6')",6,2,59.85759118783959,60.9014777392124,1.0438865513728146,0.0234375,0.0234375,0.0
strict,all,177,"('40', '120', '3', '0', '3', '5')",14,4,59.47492682030244,61.224755706293564,1.7498288859911213,0.03125,0.0078125,0.0234375
strict,all,178,"('40', '120', '3', '0', '3', '6')",12,4,59.063656500221114,61.02669878973354,1.9630422895124227,0.01953125,0.01171875,0.0078125
strict,all,179,"('40', '120', '3', '0', '4', '5')",4,1,60.582884077514315,61.610439090949455,1.0275550134351406,0.0,0.0,0.0
strict,all,180,"('40', '72', '1', '1', '1', '7')",10,3,35.486892086083856,38.05623673517038,2.569344649086524,0.4427083333333333,0.28125,0.16145833333333331
strict,all,181,"('40', '72', '1', '1', '1', '8')",4,1,36.67201160968501,37.73709144963028,1.0650798399452697,0.359375,0.296875,0.0625
strict,all,184,"('40', '72', '1', '2', '1', '7')",4,1,35.279934431290414,36.5676794236223,1.2877449923318878,0.71875,0.40625,0.3125
strict,all,192,"('40', '72', '2', '0', '2', '6')",4,1,37.10519785712978,38.32424116016936,1.2190433030395766,0.265625,0.1875,0.078125
strict,all,193,"('40', '72', '2', '0', '2', '7')",8,2,36.933591847850415,38.147736670985196,1.214144823134781,0.25,0.1640625,0.0859375
strict,all,194,"('40', '72', '2', '0', '2', '8')",10,3,35.5963884904302,37.96983406385336,2.3734455734231616,0.19270833333333334,0.11979166666666667,0.07291666666666667
strict,all,197,"('40', '76', '1', '1', '1', '7')",8,2,38.03399260770872,40.161656488159814,2.1276638804510952,0.5234375,0.2109375,0.3125
